Code,Disorder_Name
7B00.1,- - - Sleepwalking disorder
7B00.2,- - - Sleep terrors
7B00.3,- - - Sleep-related eating disorder
7B00.Y,- - - Other specified disorders of arousal from non-REM sleep
7B00.Z,"- - - Disorders of arousal from non-REM sleep, unspecified"
7B01,- - Parasomnias related to REM sleep
7B01.0,- - - REM sleep behaviour disorder
7B01.1,- - - Recurrent isolated sleep paralysis
7B01.2,- - - Nightmare disorder
7B01.Y,- - - Other specified parasomnias related to REM sleep
7B01.Z,"- - - Parasomnias related to REM sleep, unspecified"
7B02,- - Other parasomnias
7B02.0,- - - Hypnagogic exploding head syndrome
7B02.1,- - - Sleep-related hallucinations
7B02.2,- - - Parasomnia disorder due to a medical condition
7B02.3,- - - Parasomnia disorder due to a medication or substance
7B0Y,- - Other specified parasomnia disorders
7B0Z,"- - Parasomnia disorders, unspecified"
7B2Y,- Other specified sleep-wake disorders
7B2Z,"- Sleep-wake disorders, unspecified"
HA00,- - Hypoactive sexual desire dysfunction
HA00.0,"- - - Hypoactive sexual desire dysfunction, lifelong, generalised"
HA00.1,"- - - Hypoactive sexual desire dysfunction, lifelong, situational"
HA00.2,"- - - Hypoactive sexual desire dysfunction, acquired, generalised"
HA00.3,"- - - Hypoactive sexual desire dysfunction, acquired, situational"
HA00.Z,"- - - Hypoactive sexual desire dysfunction, unspecified"
HA01,- - Sexual arousal dysfunctions
HA01.0,- - - Female sexual arousal dysfunction
HA01.00,"- - - - Female sexual arousal dysfunction, lifelong, generalised"
HA01.01,"- - - - Female sexual arousal dysfunction, lifelong, situational"
HA01.02,"- - - - Female sexual arousal dysfunction, acquired, generalised"
HA01.03,"- - - - Female sexual arousal dysfunction, acquired, situational"
HA01.0Z,"- - - - Female sexual arousal dysfunction, unspecified"
HA01.1,- - - Male erectile dysfunction
HA01.10,"- - - - Male erectile dysfunction, lifelong, generalised"
HA01.11,"- - - - Male erectile dysfunction, lifelong, situational"
HA01.12,"- - - - Male erectile dysfunction, acquired, generalised"
HA01.13,"- - - - Male erectile dysfunction, acquired, situational"
HA01.1Z,"- - - - Male erectile dysfunction, unspecified"
HA01.Y,- - - Other specified sexual arousal dysfunctions
HA01.Z,"- - - Sexual arousal dysfunctions, unspecified"
HA02,- - Orgasmic dysfunctions
HA02.0,- - - Anorgasmia
HA02.00,"- - - - Anorgasmia, lifelong, generalised"
HA02.01,"- - - - Anorgasmia, lifelong, situational"
HA02.02,"- - - - Anorgasmia, acquired, generalised"
HA02.03,"- - - - Anorgasmia, acquired, situational"
HA02.0Z,"- - - - Anorgasmia, unspecified"
HA02.Y,- - - Other specified orgasmic dysfunctions
HA02.Z,"- - - Orgasmic dysfunctions, unspecified"
HA03,- - Ejaculatory dysfunctions
HA03.0,- - - Male early ejaculation
HA03.00,"- - - - Male early ejaculation, lifelong, generalised"
HA03.01,"- - - - Male early ejaculation, lifelong, situational"
HA03.02,"- - - - Male early ejaculation, acquired, generalised"
HA03.03,"- - - - Male early ejaculation, acquired, situational"
HA03.0Z,"- - - - Male early ejaculation, unspecified"
HA03.1,- - - Male delayed ejaculation
HA03.10,"- - - - Male delayed ejaculation, lifelong, generalised"
HA03.11,"- - - - Male delayed ejaculation, lifelong, situational"
HA03.12,"- - - - Male delayed ejaculation, acquired, generalised"
HA03.13,"- - - - Male delayed ejaculation, acquired, situational"
HA03.1Z,"- - - - Male delayed ejaculation, unspecified"
HA03.Y,- - - Other specified ejaculatory dysfunctions
HA03.Z,"- - - Ejaculatory dysfunctions, unspecified"
HA0Y,- - Other specified sexual dysfunctions
HA0Z,"- - Sexual dysfunctions, unspecified"
HA20,- - Sexual pain-penetration disorder
HA20.0,"- - - Sexual pain-penetration disorder, lifelong, generalised"
HA20.1,"- - - Sexual pain-penetration disorder, lifelong, situational"
HA20.2,"- - - Sexual pain-penetration disorder, acquired, generalised"
HA20.3,"- - - Sexual pain-penetration disorder, acquired, situational"
HA20.Z,"- - - Sexual pain-penetration disorder, unspecified"
HA2Y,- - Other specified sexual pain disorders
HA2Z,"- - Sexual pain disorders, unspecified"
HA40,- Aetiological considerations in sexual dysfunctions and sexual pain disorders
HA40.0,"- - Aetiological considerations associated with a medical condition, injury, or the effects of surgery or radiation treatment"
HA40.1,"- - Aetiological considerations associated with psychological or behavioural factors, including mental disorders"
HA40.2,- - Aetiological considerations associated with use of psychoactive substance or medication
HA40.3,- - Aetiological considerations associated with lack of knowledge or experience
HA40.4,- - Aetiological considerations associated with relationship factors
HA40.5,- - Aetiological considerations associated with cultural factors
HA40.Y,- - Other specified aetiological considerations in sexual dysfunctions and sexual pain disorders
HA60,- - Gender incongruence of adolescence or adulthood
HA61,- - Gender incongruence of childhood
HA6Z,"- - Gender incongruence, unspecified"
HA8Y,- Other specified conditions related to sexual health
HA8Z,"- Conditions related to sexual health, unspecified"
VD00,- - - Attention functions [WHODAS]
VD01,- - - Memory functions [WHODAS]
VD02,- - - Solving problems [WHODAS]
VD03,- - - Basic learning [WHODAS]
VD04,- - - Communicating with - receiving - spoken messages [WHODAS]
VD05,- - - Conversation [WHODAS]
VD10,- - - Maintaining a standing position [WHODAS]
VD11,- - - Changing body position - standing [WHODAS]
VD12,- - - Moving around within the home [WHODAS]
VD13,- - - Moving around outside the home and other buildings [WHODAS]
VD14,- - - Walking [WHODAS]
VD20,- - - Washing oneself [WHODAS]
VD21,- - - Dressing [WHODAS]
VD22,- - - Eating [WHODAS]
VD23,- - - Carrying out daily routine [WHODAS]
VD30,- - - Relating with strangers [WHODAS]
VD31,- - - Informal relationship with friends - maintaining [WHODAS]
VD32,- - - Family relationships [WHODAS]
VD33,- - - Informal relationship with friends - making new friends [WHODAS]
VD34,- - - Intimate relationships [WHODAS]
VD40,- - - Taking care of household responsibilities [WHODAS]
VD41,- - - Doing most important household tasks [WHODAS]
VD42,- - - Doing housework [WHODAS]
VD42.0,- - - - Getting all needed housework done [WHODAS]
VD42.1,- - - - Getting household work done quickly [WHODAS]
VD42.Y,- - - - Other specified doing housework [WHODAS]
VD42.Z,"- - - - Doing housework [WHODAS], unspecified"
VD43,- - - Remunerative employment [WHODAS]
VD43.0,- - - - Difficulties in daily work or school [WHODAS]
VD43.1,- - - - Doing most important work or school task [WHODAS]
VD43.2,- - - - Getting all needed work or school work done [WHODAS]
VD43.3,- - - - Getting remunerative work or school work done quickly [WHODAS]
VD43.Y,- - - - Other specified remunerative employment [WHODAS]
VD43.Z,"- - - - Remunerative employment [WHODAS], unspecified"
VD50,- - - Recreation and leisure [WHODAS]
VD51,- - - Problems by barriers [WHODAS]
VD52,- - - Human rights [WHODAS]
VD53,- - - Time spent on health condition [WHODAS]
VD54,- - - Emotional effect of health condition [WHODAS]
VD55,- - - Health drain on financial resources [WHODAS]
VD56,- - - Health problems causing family problems [WHODAS]
VD57,- - - Problems in relaxation or pleasure [WHODAS]
VE00,- - Seeing and related functions [BMDS]
VE01,- - Hearing and vestibular functions [BMDS]
VE10,- - - Energy and drive functions [BMDS]
VE11,- - - Sleep functions [BMDS]
VE12,- - - Emotional functions [BMDS]
VE13,- - - Attention functions [BMDS]
VE14,- - - Memory functions [BMDS]
VE20,- - - Sensation of pain [BMDS]
VV00,- - - Energy and drive functions
VV01,- - - Sleep functions
VV02,- - - Attention functions
VV03,- - - Memory functions
VV04,- - - Emotional functions
VV0Y,- - - Other specified mental functions
VV0Z,"- - - Mental functions, unspecified"
VV10,- - - Seeing and related functions
VV11,- - - Hearing and vestibular functions
VV12,- - - Sensation of pain
VV1Y,- - - Other specified sensory functions and pain
VV1Z,"- - - Sensory functions and pain, unspecified"
VV20,- - - Voice functions
VV2Y,- - - Other specified voice and speech functions
VV2Z,"- - - Voice and speech functions, unspecified"
VV30,- - - Exercise tolerance functions
VV3Y,"- - - Other specified functions of the cardiovascular, haematological, immunological and respiratory systems"
VV3Z,"- - - Functions of the cardiovascular, haematological, immunological and respiratory systems, unspecified"
VV40,- - - Functions related to the digestive system
VV4Y,"- - - Other specified functions of the digestive, metabolic and endocrine systems"
VV4Z,"- - - Functions of the digestive, metabolic and endocrine systems, unspecified"
VV50,- - - Urination functions
VV51,- - - Sexual functions
VV5Y,- - - Other specified genitourinary and reproductive functions
VV5Z,"- - - Genitourinary and reproductive functions, unspecified"
VV60,- - - Mobility of joint functions
VV61,- - - Muscle power functions
VV6Y,- - - Other specified neuromusculoskeletal and movement-related functions
VV6Z,"- - - Neuromusculoskeletal and movement-related functions, unspecified"
VV70,- - - Functions of the skin
VV7Y,- - - Other specified functions of the skin and related structures
VV7Z,"- - - Functions of the skin and related structures, unspecified"
VV80,- - - Basic learning
VV81,- - - Solving problems
VV8Y,- - - Other specified learning and applying knowledge
VV8Z,"- - - Learning and applying knowledge, unspecified"
VV90,- - - Carrying out daily routine
VV91,- - - Handling stress and other psychological demands
VV9Y,- - - Other specified general tasks and demands
VV9Z,"- - - General tasks and demands, unspecified"
VW00,- - - Communicating with - receiving - spoken messages
VW01,- - - Conversation
VW0Y,- - - Other specified communication
VW0Z,"- - - Communication, unspecified"
VW10,- - - Maintaining a standing position
VW11,- - - Transferring oneself
VW12,"- - - Carrying, moving and handling objects"
VW13,- - - Walking
VW14,- - - Moving around within the home
VW15,- - - Moving around using equipment
VW16,- - - Using transportation
VW1Y,- - - Other specified mobility
VW1Z,"- - - Mobility, unspecified"
VW20,- - - Washing oneself
VW21,- - - Caring for body parts
VW22,- - - Toileting
VW23,- - - Dressing
VW24,- - - Eating
VW25,- - - Looking after one's health
VW2Y,- - - Other specified self-care
VW2Z,"- - - Self-care, unspecified"
VW30,- - - Preparing meals
VW31,- - - Doing housework
VW32,- - - Assisting others
VW3Y,- - - Other specified domestic life
VW3Z,"- - - Domestic life, unspecified"
VW40,- - - Basic interpersonal interactions
VW41,- - - Relating with strangers
VW42,- - - Intimate relationships
VW4Y,- - - Other specified interpersonal interactions and relationships
VW4Z,"- - - Interpersonal interactions and relationships, unspecified"
VW50,- - - Remunerative employment
VW5Y,- - - Other specified major life areas
VW5Z,"- - - Major life areas, unspecified"
VW60,- - - Recreation and leisure
VW61,- - - Human rights
VW6Y,"- - - Other specified community, social and civic life"
VW6Z,"- - - Community, social and civic life, unspecified"
VW8Y,- - Other specified generic functioning domains
VW8Z,"- - Generic functioning domains, unspecified"
